id,desc_tr
B2404,Sesli Direksiyon Anahtarı Devre Arızası
B2405,Ses Tek Diskli CD Çalar Termal Kapatma Arızası
B2406,Ses Tek Diskli CD Çalar Dahili Arıza
B2416,İklim Kontrolü Devridaim Aktüatörü Limit Dışında
B2425,Senkronizasyon Dışı Uzaktan Anahtarsız Giriş
B2426,Yolcu Güneş Radyasyonu Sensörü Devresi Açık
B2427,Yolcu Güneş Radyasyonu Sensörü Devresi Şasiye Kısa Devre
B2428,Klima Sonrası Isıtıcı Sensör #2 Devre Arızası
B2429,Klima Sonrası Isıtıcı Sensör #2 Devresi Şasiye Kısa Devre
B2431,Transponder Programlama Başarısız
B2432,Sürücü Emniyet Kemeri Tokası Şalteri Devresi Açık
B2433,Sürücü Emniyet Kemeri Tokası Anahtarı Devresi Aküye Kısa Devre
B2434,Sürücü Emniyet Kemeri Tokası Anahtarı Devresi Şasiye Kısa Devre
B2435,Sürücü Emniyet Kemeri Tokası Anahtarı Direnci Aralık Dışında
B2436,Yolcu Emniyet Kemeri Tokası Şalteri Devresi Açık
B2437,Yolcu Emniyet Kemeri Tokası Anahtarı Devresi Aküye Kısa Devre
B2438,Yolcu Emniyet Kemeri Tokası Anahtarı Devresi Şasiye Kısa Devre
B2439,Yolcu Emniyet Kemeri Tokası Şalteri Direnci Aralık Dışında
B2440,Yolcu Tarafı
B2441,Sürücü Tarafı
B2442,İzinsiz Giriş Sensörü Arızası
B2443,Güç Aktarma Organı Performans Modu Anahtarı Devre arızası
B2444,Sürücü Tarafı Çarpma Sensörü Dahili Arıza
B2445,Yolcu Tarafı Çarpma Sensörü Dahili Arıza
B2446,RESCU/VEMS Giriş Devresi Açık
B2447,RESCU/VEMS Giriş Devresi Aküye Kısa Devre
B2448,RESCU/VEMS Giriş Devresi Şasiye Kısa Devre
B2449,Yardımcı Isıtıcı Kızdırma Bujisi Devresi Şasiye Kısa Devre
B2450,Yardımcı Isıtıcı Kızdırma Bujisi Devresi Açık
B2451,Yardımcı Isıtıcı Yakıt Pompası Devresi Şasiye Kısa Devre
B2452,Yardımcı Isıtıcı Yakıt Pompası Devresi Açık
B2453,Yardımcı Isıtıcı Üfleyici Fan Devresi Şasiye Kısa Devre
B2454,Yardımcı Isıtıcı Üfleyici Fan Devresi Açık
B2455,Yardımcı Isıtıcı Üfleyici Arızalı
B2456,Yardımcı Isıtıcı Soğutma Suyu Sensörü Devresi Şasiye Kısa Devre
B2457,Yardımcı Isıtıcı Soğutma Suyu Sensörü Devresi Açık
B2458,Yardımcı Isıtıcı Aşırı Isınma Sensörü Devresi Şasiye Kısa Devre
B2459,Yardımcı Isıtıcı Aşırı Isınma Sensörü Devresi Açık
B2460,Yardımcı Isıtıcı Alev Sensörü Devresi Şasiye Kısa Devre
B2461,Yardımcı Isıtıcı Alev Sensörü Devresi Açık
B2462,Yardımcı Isıtıcı Alev Sönme Arızası
B2463,Yardımcı Isıtıcı Aşırı Isınma Arızası
B2464,Yardımcı Isıtıcı Başlatma Süresi Aşıldı
B2465,Yardımcı Isıtıcı Başlatma Sayacı Taşması/Sistem Kilitli (aşağıdakiyle aynı mı?)
B2466,Yardımcı Isıtıcı Aşırı Isınma Sayacı Taşması/Sistem Kilitli
B2467,Yardımcı Isıtıcı Soğuma Süresi Aşıldı (a453-5 ile bağlantılı olabilir)
B2468,Yardımcı Isıtıcı Soğutma Sıvısı Pompası Devresi Şasiye Kısa Devre
B2469,Yardımcı Isıtıcı Soğutma Sıvısı Pompası Devresi Açık
B2470,İç Fan Kontrol Devresi Şasiye Kısa Devre
B2471,İç Fan Kontrol Devresi Açık
B2472,Sis Lambası Anahtarı Arızası
B2473,Yolcu Kapısı Devre Dışı Bırakma Anahtarı Şasiye Kısa Devre
B2474,Yolcu Kapısı Kilit Anahtarı Devresi Şasiye Kısa Devre
B2475,Yolcu Kapısı Kilit Açma Anahtarı Devresi Şasiye Kısa Devre
B2476,RADYO MEVCUT ANAHTARI Devre Arızası
B2477,Modül Yapılandırma Hatası
B2478,HIRSIZLIĞA KARŞI GİRİŞ SİNYALİ TOPRAKTA KISA DEVRE
B2479,FREN PARK ANAHTARI DEVRESİ TOPRAĞA KISA DEVRE
B2480,LF KÖŞE LAMBA ÇIKIŞI Devresi Aküye Kısa Devre
B2481,Dönüştürülebilir Üst Yukarı/Aşağı anahtarı Arızası
B2482,RF KÖŞE LAMBA ÇIKIŞI Devresi Aküye Kısa Devre
B2483,Sinyal Açık Devresini Etkinleştir
B2484,Sinyalin Şasiye Kısa Devreyi Devre Dışı Bırak
B2485,LF YAN TEKRARLAYICI LAMBA ÇIKIŞI Devresi Aküye Kısa Devre
B2487,RF YAN TEKRARLAYICI LAMBA ÇIKIŞI Devresi Aküye Kısa Devre
B2489,KAPUT ALTI LAMBA ÇIKIŞ DEVRE Arızası
B2490,KAPUT ALTI LAMBA ÇIKIŞ DEVRESİ Aküye Kısa Devre
B2491,RF PARK LAMBASI ÇIKIŞ DEVRESİ Aküye Kısa Devre
B2492,Zaten Programlanmış (Yalnızca Test Modu DTC !!!)
B2493,EL PARK LAMBASI ÇIKIŞ DEVRESİ Aküye Kısa Devre
B2494,HIRSIZLIĞA KARŞI KORNA ÇIKIŞ DEVRESİ Aküye Kısa Devre
B2495,HIRSIZLIĞA KARŞI KORNA ÇIKIŞ DEVRE Arızası
B2496,HIRSIZLIĞA KARŞI KORNA ÇIKIŞ DEVRESİ Gnd'ye kısa devre
B2499,NEZAKET LAMBASI ÇIKIŞI Arızası
B2500,NEZAKET LAMBA ÇIKIŞI Devresi Aküye Kısa Devre
B2501,LF LAMBA KISA FAR DEVRE Arızası
B2502,SOL LAMBA KISA FAR DEVRESİ Aküye Kısa Devre
B2503,RF LAMBA KISA FAR DEVRE Arızası
B2504,RF LAMBASI DÜŞÜK FAR DEVRESİ Aküye Kısa Devre
B2505,LF LAMBA UZUN FAR DEVRE Arızası
B2506,SOL LAMBA UZUN FAR DEVRESİ Aküye Kısa Devre
B2507,RF LAMBA UZUN FAR DEVRE Arızası
B2508,RF LAMBASI UZUN FAR DEVRESİ Aküye Kısa Devre
B2509,Arka Sis Lambası Anahtarı Devre Arızası
B2510,Ana Fan Motoru Röle Devresi Aküye Kısa Devre
B2511,Korna Çıkış Rölesi Devresi Aküye Kısa Devre
B2512,Ön Sis Lambası Rölesi Devresi Aküye Kısa Devre
B2513,Üfleyici (Fan) Devre Arızası
B2514,Üfleyici (Fan) Devresi Vbatt'a Kısa Devre
B2515,Isıtıcı Üfleyici Rölesi Devre Arızası
B2516,Üfleyici Kontrol Devresi Arızası
B2517,Acil Durum Kapatma Sistemi Arızalı
B2518,Kompresör Aşırı Sıcaklık Arızası
B2519,Yüksek Montajlı Stop Lambası Devre Arızası
B2520,Yüksek Montajlı Stop Lambası Devresi Aküye Kısa Devre
B2523,Lisans Lambası Devre Arızası
B2524,Plaka Lambası Devresi Aküye Kısa Devre
B2525,Sol Arka Yedek Lamba Devre Arızası
B2526,Sol Arka Yedek Lamba Devresi Aküye Kısa Devre
B2527,Sol Arka Stop Lambası Devre Arızası
B2528,Sol Arka Stop Lambası Devresi Aküye Kısa Devre
B2529,Sol Arka Dönüş Lambası Devre Arızası
B2530,Sol Arka Dönüş Lambası Devresi Aküye Kısa Devre
B2531,Sağ Arka Yedek Lamba Devre Arızası
B2532,Sağ Arka Yedek Lamba Devresi Aküye Kısa Devre
B2533,Sağ Arka Stop Lambası Devre Arızası
B2534,Sağ Arka Stop Lambası Devresi Aküye Kısa Devre
B2535,Sağ Arka Dönüş Lambası Devre Arızası
B2536,Sağ Arka Dönüş Lambası Devresi Aküye Kısa Devre
B2539,Yardımcı A/C Modu Konum Referans Devresi Şasiye Kısa Devre
B2540,Yardımcı A/C Modu Pozisyon Referans Devresi Aküye Kısa Devre
B2543,Yardımcı A/C Kontrol Anahtarı Referans Devresi Şasiye Kısa Devre
B2544,Yardımcı A/C Kontrol Anahtarı Referans Devresi Aküye Kısa Devre
B2545,Sistem Güç Rölesi Devresi Aküye Kısa Devre
B2546,Sistem Güç Rölesi Devre Arızası
B2550,LAMBA ÇUBUĞU ÇIKIŞ Devresi Şasiye Kısa Devre
B2553,Sinyal Çıkış Devresini Aküye Kısa Devre Dışı Bırak
B2554,LAMBA DOME ÇIKIŞI Devre Arızası
B2555,LAMBA DOME ÇIKIŞ Devresi Aküye Kısa Devre
B2556,Aküye Kısa Devre Sinyal Devresini Etkinleştir
B2557,Sol Elektrikli Kayar Kapı Açma/Kapama Çıkış Devresi Aküye Kısa Devre
B2558,Sağ Elektrikli Kayar Kapı Açma/Kapama Çıkış Devresi Aküye Kısa Devre
B2559,Yardımcı Klima Fan Motoru Rölesi Devresi Aküye Kısa Devre
B2560,Yardımcı Klima Fan Motoru Rölesi Devresi Şasiye Kısa Devre
B2561,Yardımcı Klima Üfleyici Hızı 1 Devre Arızası
B2562,Yardımcı Klima Üfleyici Hızı 1 Devresi Şasiye Kısa Devre
B2563,Yardımcı Klima Üfleyici Hızı 2 Devre Arızası
B2564,Yardımcı Klima Üfleyici Hızı 2 Devresi Şasiye Kısa Devre
B2565,Sağ Kuyruk Lambası Devre Arızası
B2566,Sağ Arka Lamba Devresi Şasiye Kısa Devre
B2567,Ters Ayna Çıkış Devresi Arızası
B2568,Ters Ayna Çıkış Devresi Şasiye Kısa Devre
B2569,Bagaj Kapağı Devre Dışı Bırakma Anahtarı Devresi Şasiye Kısa Devre
B2570,Sağ Lamba Kesintisi Sinyal Devresi Şasiye Kısa Devre
B2571,Sol Lamba Kesintisi Sinyal Devresi Şasiye Kısa Devre
B2580,Yardımcı Üfleyici Algılama Anahtarı Devre Arızası
B2581,Yolcu Koltuğunda Yolcu Algılama Devresi Şasiye Kısa Devre
B2582,Yolcu Koltuğu Yolcu Algılama Devresi Açık
B2583,Çocuk Koltuğu Algılama Devresi Şasiye Kısa Devre
B2584,Çocuk Koltuğu Algılama Devresi Açık
B2585,Hırsızlığa Karşı Giriş Sinyali Devresi Aküye Kısa Devre
B2586,Far Modu Seçimi Devre Arızası
B2587,Yolcu Koltuğunda Yolcu Algılama Devresi Aküye Kısa Devre
B2588,Çocuk Koltuğu Algılama Devresi Aküye Kısa Devre
B2589,Kapanma Sırasında Beklenmedik Kapının Tersine Dönmesi
B2590,Araç Park/Hız Sinyal Devresi Arızası
B2591,Kilit Açma Sırasında Kilit Sinyali Eksik
B2592,PSD Tamamen Kapatılmadı (Modül Başarıyla Komutlandırıldı)
B2593,Modül Kapatma Komutu Esnasında Elektrikli Kayar Kapı Açıldı
B2594,Güç Açma Sırasında Mandalın Açılmasından Sonra Hareket Algılanmadı
B2595,Hırsızlığa Karşı Giriş Sinyali Devre Arızası
B2596,Ön Far Yön Çıkışı Rölesi Devresi Aküye Kısa Devre
B2597,Ön Far Hedef Çıkış Rölesi Devre Arızası
B2598,Ön Far Rölesi Devre Arızası
B2599,Bagaj Kapağı Açma Açık Devre
B2600,Çift Kilitli Kapı Motoru Dondurulmuş
B2601,Kapanırken ve Kapı Ters Çevrildiğinde Mandal Sinyali Algılanmadı
B2602,Elektrikli Kayar Kapı Mandalı Açma Sırasında Eksik Mandal Sinyali
B2603,Otomatik Test Sırasında PSD Tamamen Kapanmıyor
B2604,Elektrikli Kayar Kapı Açma/Kapama Anahtarı Açık Devre
B2605,Sinyal Açık Devresini Devre Dışı Bırak
B2606,Klima Sıcaklık Sensörü Aralık Dışında
C1091,Hız Tekerleği Sensörü Tüm Tutarlılık Arızası
C1095,ABS Hidrolik Pompa Motor Devre Arızası
C1096,ABS Hidrolik Pompa Motor Devresi Açık
C1097,ABS Hidrolik Pompa Motor Devresi Şasiye Kısa Devre
C1098,ABS Hidrolik Pompa Motor Devresi Aküye Kısa Devre
C1100,ABS Pompa Anahtarı Devre Arızası
C1101,ABS Hidrolik Valf Devre Arızası
C1102,ABS Hızlanma Anahtarı Devre Arızası
C1103,ABS Hidrolik Fren Anahtarı Devre Arızası
C1104,Çekiş Kontrolü Aktif Lambası - Devre Aküye Kısa Devre
C1105,Çekiş Kontrolü Devre Dışı Lambası - Devre Aküye Kısa Devre
C1106,Çekiş Kontrolü Devre Dışı Bırakma Anahtarı Devresi Aküye Kısa Devre
C1107,ABS Fonksiyonu Etkinleştirildi Giriş Devresi Arızası
C1109,Hız Kontrol Aktüatör Grubu Kablo Serbest Bırakma Arızası
C1110,ABS Güç Rölesi Bobini Devre Arızası
C1111,ABS Güç Rölesi Bobini Açık Devre
C1112,ABS Güç Rölesi Bobini Şasiye Kısa Devre
C1113,ABS Güç Rölesi Bobini Aküye Kısa Devre
C1114,ABS Güç Rölesi Çıkışı Şasiye Kısa Devre
C1115,ABS Güç Rölesi Çıkışı Aküye Kısa Devre
C1116,Marş Motoru Devre Arızası
C1117,RPM Giriş Devresi Arızası
C1123,Araç Hız Sensörü Girişi Aküye Kısa Devre
C1124,Giriş mili hız sinyali eksik/arızalı
C1125,Fren Hidroliği Seviye Sensörü Giriş Devresi Arızası
C1126,Seyir Kontrolü Komut Anahtarı Grubu Devre Arızası
C1127,Hız Sabitleyici Devre Dışı Bırakıcı Fren Anahtarı Devre Arızası
C1132,Debriyaj konumu ckt şasiye kısa devre
C1133,Debriyaj konumu aküye kısa devre
C1134,Vites Değiştirme konumu yere kısa
C1135,Vites Değiştirme konumu aküye kısa devre
C1136,Vites Seçimi konumu şasiye kısa devre
C1137,ECU Arızalı
C1138,Vites Seçimi konumu Aküye kısa devre
C1139,Tekerlek Hız Sensörü Orta Ton Zil Eksik Diş Arızası
C1140,Hidrolik Taban Fren Arızası
C1141,Tekerlek Hız Sensörü LF Ton Zil Dişi Eksik Arızası
C1142,Tekerlek Hız Sensörü RF Ton Zil Dişi Eksik Arızası
C1143,Tekerlek Hız Sensörü LR Ton Zil Dişi Eksik Arızası
C1144,Tekerlek Hız Sensörü RR Ton Zil Dişi Eksik Arızası
C1145,Hız Teker Sensörü RF Giriş Devresi Arızası
C1146,Hız Teker Sensörü RF Devresi Açık
C1148,Hız Teker Sensörü RF Tutarlılık Arızası
C1149,Hidrolik Sıvı Basıncı/Akış Devresi Arızası
C1150,İki Hızlı Arka Aks Giriş Anahtarı Devresi Vbatt'a Kısa Devre
C1155,Hız Teker Sensörü LF Giriş Devresi Arızası
C1156,Hız Teker Sensörü Sol Devre Açık
C1157,Park Freni Ayar Elemanı Komplesi Anahtarı Uygulanan Devre Arızası
C1158,Hız Tekerleği Sensörü LF Tutarlılık Arızası
C1159,Hidrolik Sıvı Basıncı/Akış Devresi Toprağa Kısa Devre
C1161,Hava Basıncı Düşük Devresi Gnd'ye Kısa Devre
C1162,Park Freni Anahtarı # 2 Serbest Bırakılmış Devre Arızası
C1163,Park Freni Anahtarı # 2 Devre Toprağa Kısa Devreli
C1164,Park Freni Ayar Elemanı Grubu Anahtarı Devre Arızası
C1165,Hız Teker Sensörü RR Giriş Devresi Arızası
C1166,Hız Teker Sensörü RR Girişi Açık Devre
C1167,Park Freni Ayar Elemanı Grubu Anahtarı Serbest Bırakılmış Devre Toprağa Kısa Devre
C1168,Hız Tekerleği Sensörü RR Tutarlılık Arızası
C1169,ABS Sıvı Boşaltma Maksimum Zamanlamayı Aşıyor
C1170,PRNDL Anahtarı Devre Arızası
C1172,Park Freni Anahtarı # 1 Uygulamalı Devre Arızası
C1173,Park Freni Anahtarı # 1 Serbest Bırakılmış Devre Toprağa Kısa Devre
C1174,Park Freni Anahtarı # 2 Uygulamalı Devre Arızası
C1175,Hız Teker Sensörü Sol Giriş Devre Arızası
C1176,Hız Teker Sensörü Sol Sol Devresi Açık
C1177,Park Freni Ayar Elemanı Grubu Anahtarı Serbest Bırakıldı Devre Arızası
C1178,Hız Tekerleği Sensörü LR Tutarlılık Arızası
C1179,Hız Kontrol Aktüatörü Montaj Kablosu Gevşek Arızası
C1180,Park Freni Valfı Solenoid #1 Algılama Giriş Devresi Arızası
C1181,Park Freni Valfı Solenoid #1 Algılama Giriş Devresi Şasiye Kısa Devre
C1182,Park Lambası Flaş Rölesi Devre Arızası
C1183,Park Lambası Flaş Rölesi Devresi Aküye Kısa Devre
C1184,ABS Sistemi Çalışmıyor
C1185,ABS Güç Rölesi Çıkış Devresi Arızası
C1186,ABS Güç Rölesi Çıkışı Açık Devre
C1187,Fren Hidroliği Seviye Sensörü Girişi Açık Devre
C1188,Fren Hidroliği Seviye Sensörü Girişi Aküye Kısa Devre
C1189,Fren Hidroliği Seviye Sensörü Girişi Şasiye Kısa Devre
C1190,Hız Teker Sensörü Sol Giriş Girişi Aküye Kısa Devre
C1191,Hız Teker Sensörü LF Girişi Şasiye Kısa Devre
C1192,Hız Teker Sensörü RF Girişi Aküye Kısa Devre
C1193,Hız Teker Sensörü RF Girişi Şasiye Kısa Devre
C1194,ABS Çıkış Valfı Bobini LF Devre Arızası
C1195,ABS Çıkış Valfı Bobini LF Devresi Açık
C1196,ABS Çıkış Valfı Bobini LF Devresi Aküye Kısa Devre
C1197,ABS Çıkış Valfı Bobini LF Devresi Şasiye Kısa Devre
C1198,ABS Giriş Valfı Bobini LF Devre Arızası
C1199,ABS Giriş Valfı Bobini LF Devresi Açık
C1200,ABS Giriş Valfı Bobini LF Devresi Aküye Kısa Devre
C1201,ABS Giriş Valfı Bobini LF Devresi Şasiye Kısa Devre
C1202,ABS Çıkış Valfı Bobini Arka Devre Arızası
C1203,ABS Çıkış Valfı Bobini Arka Devre Açık
C1204,ABS Çıkış Valfı Bobini Arka Devresi Aküye Kısa Devre
C1205,ABS Çıkış Valfı Bobini Arka Devresi Şasiye Kısa Devre
C1206,ABS Giriş Valfı Bobini Arka Devre Arızası
C1207,ABS Giriş Valfı Bobini Arka Devre Açık
C1208,ABS Giriş Valfi Bobini Arka Devresi Aküye Kısa Devre
C1209,ABS Giriş Valfı Bobini Arka Devresi Şasiye Kısa Devre
C1210,ABS Çıkış Valfı Bobini RF Devre Arızası
C1211,ABS Çıkış Valfı Bobini RF Devresi Açık
C1212,ABS Çıkış Valfı Bobini RF Devresi Aküye Kısa Devre
C1213,ABS Çıkış Valfı Bobini RF Devresi Şasiye Kısa Devre
C1214,ABS Giriş Valfı Bobini RF Devre Arızası
C1215,ABS Giriş Valfı Bobini RF Devresi Açık
C1216,ABS Giriş Valfı Bobini RF Devresi Aküye Kısa Devre
C1217,ABS Giriş Valfı Bobini RF Devresi Şasiye Kısa Devre
C1218,Lamba ABS Uyarı Çıkış Devre Arızası
C1219,Lamba ABS Uyarı Çıkış Devresi Açık
C1220,Lamba ABS Uyarı Çıkış Devresi Aküye Kısa Devre
C1221,Lamba ABS Uyarı Çıkış Devresi Şasiye Kısa Devre
C1222,Hız Çarkı Uyumsuzluğu
C1223,Lamba Fren Uyarı Çıkış Devre Arızası
C1224,Lamba Fren Uyarı Çıkış Devresi Açık
C1225,Lamba Fren Uyarı Çıkış Devresi Aküye Kısa Devre
C1226,Lamba Fren Uyarı Çıkış Devresi Şasiye Kısa Devre
C1227,Hız Teker Sensörü Sol Giriş Girişi Aküye Kısa Devre
C1228,Hız Teker Sensörü LR Girişi Şasiye Kısa Devre
C1229,Hız Teker Sensörü Arka Merkez Tutarlılık Arızası
C1230,Hız Teker Sensörü Arka Orta Giriş Devresi Arızası
C1231,Hız Teker Sensörü Arka Orta Devresi Açık
C1232,Hız Teker Sensörü Arka Orta Girişi Aküye Kısa Devre
C1233,Hız Çarkı LF Giriş Sinyali Eksik
C1234,Hız Çarkı RF Giriş Sinyali Eksik
C1235,Hız Çarkı RR Giriş Sinyali Eksik
C1236,Hız Çarkı LR Giriş Sinyali Eksik
C1237,Hız Çarkı Arka Giriş Sinyali Eksik
C1238,ABS Hidrolik Basınç Diferansiyel Anahtarı Giriş Devresi Arızası
C1239,ABS Hidrolik Basınç Diferansiyel Anahtarı Girişi Açık Devre
C1240,ABS Hidrolik Basınç Diferansiyel Şalteri Girişi Aküye Kısa Devre
C1241,ABS Hidrolik Basınç Diferansiyel Anahtarı Girişi Şasiye Kısa Devre
C1242,ABS Çıkış Valfı Bobini Sol Sol Devre Arızası
C1243,ABS Çıkış Valfı Bobini Sol Sol Devre Açık
C1244,ABS Çıkış Valfı Bobini Sol Sol Devre Aküye Kısa Devre
C1245,ABS Çıkış Valfı Bobini Sol Sol Devre Şasiye Kısa Devre
C1246,ABS Çıkış Valfı Bobini RR Devre Arızası
C1247,ABS Çıkış Valfi Bobini Sağdan Devre Açık
C1248,ABS Çıkış Valfı Bobini Sağ Devre Devresi Aküye Kısa Devre
C1249,ABS Çıkış Valfı Bobini Sağ Devre Devresi Şasiye Kısa Devre
C1250,ABS Giriş Valfı Bobini Sol Sol Devre Arızası
C1251,ABS Giriş Valfı Bobini Sol Sol Devre Açık
C1252,ABS Giriş Valfı Bobini Sol Sol Devre Aküye Kısa Devre
C1253,ABS Giriş Valfı Bobini Sol Sol Devre Şasiye Kısa Devre
C1254,ABS Giriş Valfı Bobini RR Devre Arızası
C1255,ABS Giriş Valfi Bobini Sağdan Devre Açık
C1256,ABS Giriş Valfı Bobini Sağ Devre Devresi Aküye Kısa Devre
C1257,ABS Giriş Valfı Bobini Sağdan Devre Şasiye Kısa Devre
C1258,Hız Çarkı LF Karşılaştırma Hatası
C1259,Hız Çarkı RF Karşılaştırma Hatası
C1260,Hız Çarkı RR Karşılaştırma Hatası
C1261,Hız Çarkı LR Karşılaştırma Hatası
C1262,Lamba Uyarı Rölesi Devre Arızası
C1263,Lamba Uyarı Rölesi Devresi Açık
C1264,Lamba Uyarı Rölesi Devresi Aküye Kısa Devre
C1265,Lamba Uyarı Rölesi Devresi Şasiye Kısa Devre
C1266,ABS Valfı Güç Rölesi Devre Arızası
C1267,ABS İşlevleri Geçici Olarak Devre Dışı Bırakıldı
C1268,Motor Rölesi # 1 Devre Arızası
C1269,Motor Rölesi # 1 Devresi Aküye Kısa Devre
C1270,Motor # 1 Giriş Devresi Arızası
C1271,Motor # 1 Giriş Devresi Toprağa Kısa Devre
C1272,Motor # 2 Giriş Devresi Arızası
C1273,Motor # 2 Giriş Devresi Vbat'a Kısa Devre
C1274,Solenoid Röle # 1 Devre Arızası
C1275,Solenoid Röle # 1 Devresi Vbatt'a Kısa Devre
C1276,Park Freni Ayar Elemanı Komplesi Anahtarı Devre Toprak'a Kısa Devreli
C1277,DİREKSİYON Açısı 1 ve 2 Devre Arızası
C1278,DİREKSİYON Açısı 1 ve 2 Sinyali Arızalı
C1279,Yalpalama Oranı Sensörü devresi Arızası
C1280,Yalpalama Oranı Sensörü Sinyal Arızası
C1281,Yanal İvmeölçer devresi Arızası
C1282,Yanal İvme Ölçer Sinyal Arızası
C1283,Anahtar Test Sinyali Arızası
C1284,Yağ Basınç Anahtarı Arızası
C1285,Güçlendirici Solenoid Devre Arızası
C1286,Hidrofor Mekanik Arızası
C1287,Takviye Pedalı Kuvvet anahtarı devresi Arızası
C1288,Basınç Dönüştürücü Ana / Birincil Giriş Devresi Arızası
C1289,Basınç Dönüştürücü Yedekli / İkincil Giriş Devresi Arızası
C1400,Çekiş Kontrol Valfı RF Devre Arızası
C1401,Çekiş Kontrol Valfı RF Devresi Açık
C1402,Çekiş Kontrol Valfı RF Devresi Şasiye Kısa Devre
C1403,Çekiş Kontrol Valfı RF Devresi Aküye Kısa Devre
C1404,Çekiş Kontrol Valfı Arka Devre Arızası
C1405,Çekiş Kontrol Valfı Arka Devresi Açık
C1406,Çekiş Kontrol Valfı Arka Devresi Şasiye Kısa Devre
C1407,Çekiş Kontrol Valfı Arka Devresi Aküye Kısa Devre
C1410,Çekiş Kontrol Valfı LF Devre Arızası
C1411,Çekiş Kontrol Valfı Sol Devre Açık
C1412,Çekiş Kontrol Valfı Sol Devresi Şasiye Kısa Devre
C1413,Çekiş Kontrol Valfı Sol Devresi Aküye Kısa Devre
C1414,Yanlış Modül Tasarım Düzeyi
C1415,Yanlış Modül Yapılandırması
C1416,Damper RF Devresi Aküye Kısa Devre
C1417,Damper RF Devresi Şasiye Kısa Devre
C1418,Damper RF Devre Arızası
C1419,Damper RF Devresi Açık
C1420,Hidrolik Sıvı Basıncı/Akış Devresi Vbatt'a Kısa Devre
C1421,Damper Sol Sol Devresi Aküye Kısa Devre
C1422,Damper Sol Sol Devresi Şasiye Kısa Devre
C1423,Damper Sol Devre Arızası
C1424,Damper Sol Devre Açık
C1425,Damper Sağ Devresi Şasiye Kısa Devre
C1426,Damper Sağ Devresi Aküye Kısa Devre
C1427,Damper Sağ Devre Açık
C1428,Damper Sağ Devre Arızası
C1429,Giriş mili hızı giriş devresi arızası
C1430,Damper Sol Sol Devre Açık
C1431,Damper Sol Sol Devresi Aküye Kısa Devre
C1432,Damper Sol Sol Devresi Şasiye Kısa Devre
C1433,Damper Sol Devre Arızası
C1435,İvme Ölçer Arka Devre Arızası
C1436,İvme Ölçer Arka Devre Sinyali Algılanmıyor
C1437,İvme Ölçer Arka Devresi Şasiye Kısa Devre
C1438,İvme Ölçer Arka Devresi Aküye Kısa Devre
C1439,Araç Hızlandırma EEC-IV Devre Arızası
C1440,Basınç Dönüştürücü Ana / Birincil sinyal Arızalı
C1441,Direksiyon Aşaması A Devre Sinyali Algılanmıyor
C1442,Direksiyon Aşaması B Devre Sinyali Algılanmıyor
C1443,Direksiyon Faz A Devresi Şasiye Kısa Devre
C1444,Direksiyon Aşaması B Devresi Şasiye Kısa Devre
C1445,Hızlı Araç Sinyal Devresi Arızası
C1446,Fren Anahtarı Devre Arızası
C1447,Çekiş Kontrol Modülü Talebi Devre Arızası
C1448,Lamba Uyarlanabilir Sönümleme Uyarı Devresi Arızası
C1449,Çekiş Kontrol Motoru Tutarlılık Arızası
C1450,Çekiş Kontrol Motoru Devre Arızası
C1451,Çekiş Kontrol Motoru Devresi Açık
C1452,Çekiş Kontrol Motoru Devresi Aküye Kısa Devre
C1453,Çekiş Kontrol Motoru Devresi Şasiye Kısa Devre
C1454,Ön Yan İvme Ölçer Devre Arızası
C1455,İvme Ölçer Ön Devre Arızası
C1456,İvme Ölçer Ön Devresi Algılanmıyor
C1457,İvme Ölçer Ön Devresi Şasiye Kısa Devre
C1458,İvme Ölçer Ön Devresi Aküye Kısa Devre
C1459,Uyarlanabilir Mod Anahtarı Devre Arızası
C1460,Araç İvme Ölçer Güç Devresi Arızası
C1461,Araç İvme Ölçer Güç Devresi Aküye Kısa Devre
C1462,Sol Ön Dikey İvme Ölçer Devre Arızası
C1463,Sağ Ön Dikey İvme Ölçer Devre Arızası
C1464,Basınç Dönüştürücü Yedekli / İkincil Sinyal Arızalı
C1465,Damper Yüksek Tarafı Ön Devre Aküye Kısa Devre
C1466,Damper Devre Arızası
C1467,Amortisör Yüksek Tarafı Arka Devre Aküye Kısa Devre
C1468,Damper Düşük Tarafı Ön Devre Arızası
C1469,Damper Düşük Tarafı Arka Devre Arızası
C1495,Çekiş Kontrol Motoru Potansiyometresi Devre Arızası
C1496,Çekiş Kontrol Motoru Potansiyometre Devresi Açık
C1497,Çekiş Kontrol Motoru Potansiyometresi Devresi Aküye Kısa Devre
C1498,Çekiş Kontrol Motoru Potansiyometre Devresi Şasiye Kısa Devre
C1499,"Transfer Kutusu Kontak Plakası ""A"" Kodlayıcı Devre Arızası"
C1500,"Transfer Kutusu Kontak Plakası ""B"" Kodlayıcı Devre Arızası"
C1501,"Transfer Kutusu Kontak Plakası ""C"" Kodlayıcı Devre Arızası"
C1502,"Transfer Kutusu Kontak Plakası ""D"" Kodlayıcı Devre Arızası"
C1503,Dinamik Stabilite Kontrolü Sol Ön Valf Arızası
C1504,Dinamik Stabilite Kontrolü Sağ Ön Valf Arızası
C1505,Dinamik Stabilite Kontrolü Sol Arka Valf Arızası
C1506,Dinamik Stabilite Kontrolü Sağ Arka Valf Arızası
